ID,Name,Rank,Rarity_Score,Accessory,Attributes,Background,Clothes,Eyes,Head,Legendary,Mouth,Skin,Tattoo
1702,SadPython #1702,500,117.64117499347253,Phone,7,Dark,Office,Energetic,Peasant,,Mouth 11,Ultramar,
2713,SadPython #2713,501,117.61038043655839,Tnt,7,Misty,Marty,Shocked,Peasant,,Mouth 3,Ruby,
965,SadPython #965,502,117.61022114355877,Dope,7,Cemento,Chester,Sceptic,Lordofwar,,Mouth 6,Pinky,
1662,SadPython #1662,503,117.5422566339109,Palm,6,Myday,Rocknrolla,Dazed,,,Mouth 3,Green,
1601,SadPython #1601,504,117.46401197551708,,7,Dark,Tatoes,Energetic,Punk,,Mouth 12,Cyan,Solana
61,SadPython #61,505,117.37183084394786,Zubenyakov,7,Dark,Deliveryboy,Dazed,Lordofwar,,Mouth 12,Green,
169,SadPython #169,506,117.33754017351131,,6,95S,Pyman,Lament,French,,Mouth 16,Green,
159,SadPython #159,507,117.30239806607707,Knife,7,Cemento,Sweater,Energetic,Starducks,,Mouth 4,Cyan,
1217,SadPython #1217,508,117.01058237280209,,6,Dark,Jaunes,Sorry,Lordofwar,,Mouth 4,Pinky,
1509,SadPython #1509,509,116.92827545797677,,7,Cemento,Sweater,Sceptic,Jokage,,Mouth 13,Violet,Tezos
3284,SadPython #3284,510,116.88370482646839,Zubenyakov,7,Dark,Deliveryboy,Shocked,Fishman,,Mouth 3,Pinky,
787,SadPython #787,511,116.81208048539571,Dope,7,Dark,Marty,Distracted,Peasant,,Mouth 1,Ultramar,
397,SadPython #397,512,116.80567162795774,,6,Dark,Tommy,Energetic,Pylice,,Mouth 15,Amarillo,
1693,SadPython #1693,513,116.7463176132411,Beer,7,Misty,Deliveryboy,Crying,Windy,,Mouth 13,Ruby,
11,SadPython #11,514,116.73470556544378,Dope,7,Dark,Office,Crying,Rider,,Mouth 1,Violet,
1906,SadPython #1906,515,116.66931086325305,Strike,7,95S,Marty,Sorry,Peasant,,Mouth 14,Violet,
937,SadPython #937,516,116.44333941122133,Tnt,7,Cemento,Tatoes,Dazed,Fishman,,Mouth 4,Stone,
1823,SadPython #1823,517,116.29496827543686,Gun,7,Dark,Prisoner,Dazed,,,Mouth 9,Violet,Solana
1372,SadPython #1372,518,116.04775079121056,Vaxpass,6,Myday,Marty,Painful,,,Mouth 4,Stone,
1605,SadPython #1605,519,115.72526861868751,,6,95S,Pyman,Energetic,Chocohaircut,,Mouth 10,Stone,
1428,SadPython #1428,520,115.50537706980639,Razorblade,6,95S,Fishman,Painful,,,Mouth 1,Green,
2441,SadPython #2441,521,115.48032812617515,Tnt,7,Cemento,Office,Lament,Pylice,,Mouth 14,Honeycheese,
1574,SadPython #1574,522,115.41434654283499,,6,95S,Marty,Energetic,Dora,,Mouth 11,Amarillo,
2350,SadPython #2350,523,115.40406763908518,Beer,7,Misty,Fishman,Dead,Pylice,,Mouth 7,Violet,
200,SadPython #200,524,115.39690320309226,,6,95S,Starducks,Shocked,Punk,,Mouth 16,Honeycheese,
2571,SadPython #2571,525,115.38033872789568,,6,Dark,Tatoes,Lament,Shao,,Mouth 12,Pinky,
59,SadPython #59,526,115.21734524294278,Gun,7,Myday,Sweater,Distracted,Mrsdavis,,Mouth 8,Pinky,
399,SadPython #399,527,115.1576299772025,Tnt,7,95S,Fishman,Sceptic,French,,Mouth 7,Amarillo,
2671,SadPython #2671,528,115.05388073454395,Tnt,7,95S,Tatoes,Painful,Jokage,,Mouth 6,Stone,
1889,SadPython #1889,529,115.03511807402292,,6,Misty,Astro,Energetic,Peasant,,Mouth 6,Pinky,
699,SadPython #699,530,114.92241157769641,,5,95S,Pylice,Shocked,,,Mouth 5,Honeycheese,
342,SadPython #342,531,114.76808431629642,Zippo,6,Myday,Deliveryboy,Dead,,,Mouth 9,Cyan,
2003,SadPython #2003,532,114.75236616441596,Egg,7,95S,Office,Distracted,Pylice,,Mouth 10,Ultramar,
1400,SadPython #1400,533,114.75172794823959,Zippo,6,95S,Tatoes,Dazed,,,Mouth 9,Honeycheese,
3287,SadPython #3287,534,114.74025467262375,Palm,6,Misty,Deliveryboy,Lament,,,Mouth 7,Amarillo,
2996,SadPython #2996,535,114.73518870684352,Soap,6,Misty,Starducks,Lament,,,Mouth 7,Honeycheese,
2403,SadPython #2403,536,114.70199681856123,,6,Cemento,Office,Energetic,Shao,,Mouth 1,Pinky,
626,SadPython #626,537,114.49206979706382,Knife,6,Dark,Firefight,Dazed,,,Mouth 6,Amarillo,
2296,SadPython #2296,538,113.92179586981885,Egg,7,95S,Sweater,Energetic,French,,Mouth 9,Stone,
2191,SadPython #2191,539,113.87562851462353,Dope,7,95S,Sweater,Shocked,Windy,,Mouth 3,Stone,
742,SadPython #742,540,113.75126412090158,Tnt,7,95S,Marty,Crying,Peasant,,Mouth 2,Green,
1941,SadPython #1941,541,113.54648865140798,Gun,7,Dark,Rocknrolla,Lament,Pylice,,Mouth 16,Honeycheese,
2112,SadPython #2112,542,113.49640366743425,Strike,6,95S,Bag,Sorry,,,Mouth 4,Pinky,
2038,SadPython #2038,543,113.3553192231361,Strike,7,95S,Redshirt,Sceptic,French,,Mouth 10,Pinky,
1671,SadPython #1671,544,113.22766872773963,Tnt,7,Dark,Rocknrolla,Dead,Jokage,,Mouth 10,Ultramar,
176,SadPython #176,545,113.0968300834069,,7,Misty,Deliveryboy,Dazed,Jokage,,Mouth 11,Cyan,Solana
2391,SadPython #2391,546,112.98181709422535,Gun,7,Misty,Casual,Crying,Firefighter,,Mouth 1,Pinky,
2785,SadPython #2785,547,112.97808844681165,Tnt,7,95S,Tatoes,Energetic,Oldy,,Mouth 8,Green,
3043,SadPython #3043,548,112.9621535073132,Gun,6,Myday,Firefight,Crying,,,Mouth 3,Cyan,
1553,SadPython #1553,549,112.88737237068948,Strike,7,95S,Deliveryboy,Dazed,Punk,,Mouth 1,Stone,
1946,SadPython #1946,550,112.86346186811888,Beer,7,Myday,Rocknrolla,Dazed,Firefighter,,Mouth 13,Cyan,
767,SadPython #767,551,112.84613574544048,,6,Myday,Deliveryboy,Energetic,Xtzblu,,Mouth 3,Violet,
1673,SadPython #1673,552,112.83791280079596,,6,Misty,Sweater,Dead,Dora,,Mouth 14,Amarillo,
3327,SadPython #3327,553,112.68678323313299,Egg,7,Dark,Redshirt,Sorry,Punk,,Mouth 4,Ruby,
1297,SadPython #1297,554,112.67613721116727,Calc,6,Misty,Prisoner,Energetic,,,Mouth 14,Stone,
3223,SadPython #3223,555,112.67469565165842,Zippo,6,95S,Casual,Sceptic,,,Mouth 2,Pinky,
3112,SadPython #3112,556,112.56174974784038,Knife,7,Cemento,Dale,Dazed,Windy,,Mouth 7,Cyan,
1589,SadPython #1589,557,112.543613652189,Gun,7,Cemento,Mets,Sorry,Jokage,,Mouth 10,Charcoal,
2072,SadPython #2072,558,112.49453419426506,Vaxpass,6,Cemento,Fishman,Lament,,,Mouth 2,Pinky,
3032,SadPython #3032,559,112.325897174959,Soap,6,Dark,Marty,Dead,,,Mouth 6,Green,
604,SadPython #604,560,111.85411604981904,Tnt,7,Cemento,Dale,Shocked,Windy,,Mouth 5,Amarillo,
887,SadPython #887,561,111.84926945459362,Vaxpass,6,Myday,Fishman,Sceptic,,,Mouth 6,Stone,
1624,SadPython #1624,562,111.79924870542447,Dope,7,Cemento,Rocknrolla,Shocked,Jokage,,Mouth 13,Pinky,
2553,SadPython #2553,563,111.78966739980123,,7,Cemento,Redshirt,Sceptic,Jokage,,Mouth 10,Honeycheese,Solana
2462,SadPython #2462,564,111.76667893898502,Egg,7,Dark,Tatoes,Shocked,Windy,,Mouth 11,Pinky,
3300,SadPython #3300,565,111.65410310196297,Egg,7,Cemento,Dale,Lament,Jokage,,Mouth 3,Violet,
656,SadPython #656,566,111.64493163920834,Strike,6,Cemento,Mets,Lament,,,Mouth 16,Ultramar,
2866,SadPython #2866,567,111.49895690775996,Egg,7,Myday,Redshirt,Distracted,French,,Mouth 10,Cyan,
1966,SadPython #1966,568,111.35842431530578,Knife,6,Myday,Bag,Sceptic,,,Mouth 6,Violet,
2317,SadPython #2317,569,111.34986401999983,,5,Dark,Bag,Sceptic,,,Mouth 16,Cyan,
3167,SadPython #3167,570,111.23431218099766,Strike,7,95S,Tatoes,Crying,Jokage,,Mouth 7,Violet,
383,SadPython #383,571,111.02679171402292,Egg,7,Misty,Office,Sorry,Pylice,,Mouth 5,Honeycheese,
550,SadPython #550,572,110.99322953857857,Knife,6,Myday,Office,Sorry,,,Mouth 15,Ultramar,
2133,SadPython #2133,573,110.75164115022643,Zubenyakov,7,Cemento,Deliveryboy,Sorry,Firefighter,,Mouth 10,Violet,
1846,SadPython #1846,574,110.727927074448,,6,Misty,Casual,Shocked,Chocohaircut,,Mouth 14,Ruby,
3315,SadPython #3315,575,110.69768740696715,Soap,6,Dark,Redshirt,Sceptic,,,Mouth 14,Honeycheese,
3040,SadPython #3040,576,110.58611370268137,Egg,7,Cemento,Tatoes,Sceptic,French,,Mouth 5,Honeycheese,
909,SadPython #909,577,110.10835179523325,Iwatch,6,Myday,Starducks,Dazed,,,Mouth 9,Violet,
3184,SadPython #3184,578,109.95553130845728,Beer,6,Misty,Office,Lament,,,Mouth 15,Cyan,
1992,SadPython #1992,579,109.88500329447096,,6,Misty,Sweater,Dazed,Starducks,,Mouth 15,Violet,
2007,SadPython #2007,580,109.48917501194514,,6,Myday,Dale,Sorry,Fishman,,Mouth 15,Green,
1120,SadPython #1120,581,109.38641006803012,Soap,6,95S,Fishman,Sorry,,,Mouth 7,Violet,
1576,SadPython #1576,582,109.32306932340909,Razorblade,6,Myday,Chester,Sceptic,,,Mouth 9,Cyan,
112,SadPython #112,583,109.16627541932064,Tnt,6,95S,Prisoner,Distracted,,,Mouth 15,Honeycheese,
1844,SadPython #1844,584,109.12852269634952,Strike,7,Misty,Redshirt,Sorry,,,Mouth 4,Green,Solana
91,SadPython #91,585,109.02529863486897,Gun,7,95S,Deliveryboy,Energetic,Firefighter,,Mouth 2,Charcoal,
1381,SadPython #1381,586,109.0166091087953,Ledger,6,Dark,Rocknrolla,Dead,,,Mouth 3,Green,
1659,SadPython #1659,587,108.91717775830327,Beer,7,95S,Sweater,Sorry,Windy,,Mouth 5,Charcoal,
3065,SadPython #3065,588,108.90820896652606,Beer,7,95S,Dale,Lament,Pylice,,Mouth 4,Stone,
734,SadPython #734,589,108.9053702992256,Phone,7,Misty,Sweater,Dazed,Peasant,,Mouth 5,Ultramar,
1999,SadPython #1999,590,108.70879760785944,,6,Dark,Sweater,Dead,Shao,,Mouth 4,Green,
3227,SadPython #3227,591,108.64147949177493,Vaxpass,6,Myday,Mets,Sceptic,,,Mouth 1,Charcoal,
796,SadPython #796,592,108.61744005499231,Ledger,6,95S,Dale,Lament,,,Mouth 7,Violet,
2659,SadPython #2659,593,108.50542606060257,Phone,7,Myday,Rocknrolla,Energetic,Punk,,Mouth 11,Pinky,
3267,SadPython #3267,594,108.39468027829524,,6,95S,Rocknrolla,Distracted,Mrsdavis,,Mouth 16,Green,
2459,SadPython #2459,595,108.18271047550591,,6,Misty,Starducks,Lament,Chocohaircut,,Mouth 6,Charcoal,
801,SadPython #801,596,108.09044887515809,Nitrilglove,6,95S,Dale,Closed,,,Mouth 6,Violet,
3353,SadPython #3353,597,107.95023271397194,,6,Cemento,Sweater,Sorry,Chocohaircut,,Mouth 16,Amarillo,
1917,SadPython #1917,598,107.8101849140387,Beer,7,Dark,Deliveryboy,Distracted,Firefighter,,Mouth 7,Pinky,
1261,SadPython #1261,599,107.76431894330256,Phone,7,Dark,Mets,Sorry,Peasant,,Mouth 7,Honeycheese,
249,SadPython #249,600,107.750143393273,Calc,6,Cemento,Fishman,Lament,,,Mouth 11,Amarillo,
2329,SadPython #2329,601,107.5784597549186,Razorblade,6,95S,Chester,Lament,,,Mouth 6,Ultramar,
2150,SadPython #2150,602,107.55316201652822,Strike,6,Misty,Tommy,Crying,,,Mouth 1,Amarillo,
826,SadPython #826,603,107.41571977113098,Beer,7,Myday,Sweater,Sorry,Oldy,,Mouth 7,Green,
620,SadPython #620,604,107.38894589657404,Beer,6,95S,Pyman,Distracted,,,Mouth 8,Ruby,
2667,SadPython #2667,605,107.1468961178813,Nitrilglove,6,Cemento,Redshirt,Painful,,,Mouth 11,Green,
16,SadPython #16,606,107.1345598720939,,6,95S,Rocknrolla,Sorry,Shao,,Mouth 1,Charcoal,
1850,SadPython #1850,607,107.06972994495688,Dope,7,Misty,Redshirt,Lament,Peasant,,Mouth 4,Honeycheese,
456,SadPython #456,608,107.00106712465033,Gun,7,Dark,Dale,Crying,Windy,,Mouth 6,Violet,
642,SadPython #642,609,106.89773394385459,Ledger,6,Dark,Sweater,Lament,,,Mouth 13,Green,
1391,SadPython #1391,610,106.76713417557555,Gun,7,Dark,Deliveryboy,Dazed,Jokage,,Mouth 5,Charcoal,
992,SadPython #992,611,106.7656416821528,,6,95S,Bag,Sorry,Peasant,,Mouth 3,Amarillo,
1892,SadPython #1892,612,106.73087295472892,Zubenyakov,7,Myday,Tatoes,Lament,Windy,,Mouth 3,Pinky,
120,SadPython #120,613,106.27197635984282,Egg,6,Cemento,Pyman,Painful,,,Mouth 1,Pinky,
907,SadPython #907,614,106.23506871063707,Beer,7,Misty,Rocknrolla,Distracted,Rider,,Mouth 14,Violet,
1336,SadPython #1336,615,106.10035053635342,Phone,7,Cemento,Rocknrolla,Sceptic,Rider,,Mouth 4,Ruby,
863,SadPython #863,616,106.04427652094527,Knife,7,Misty,Rocknrolla,Energetic,Rider,,Mouth 3,Charcoal,
78,SadPython #78,617,105.90243285100824,Razorblade,6,Dark,Mets,Distracted,,,Mouth 5,Honeycheese,
534,SadPython #534,618,105.86610458155961,,6,Dark,Office,Sceptic,Mrsdavis,,Mouth 2,Charcoal,
80,SadPython #80,619,105.57006762256894,Cigarettes,6,Myday,Prisoner,Energetic,,,Mouth 6,Charcoal,
3222,SadPython #3222,620,105.47695022289939,Razorblade,6,Myday,Dale,Lament,,,Mouth 10,Stone,
2916,SadPython #2916,621,105.40296730077434,,6,95S,Mets,Closed,Firefighter,,Mouth 14,Violet,
1722,SadPython #1722,622,105.28652948646278,,6,Myday,Pyman,Crying,Windy,,Mouth 8,Cyan,
2332,SadPython #2332,623,105.10459524077949,Iwatch,6,95S,Marty,Lament,,,Mouth 10,Charcoal,
914,SadPython #914,624,105.04685829132968,Vaxpass,6,Dark,Office,Energetic,,,Mouth 7,Pinky,
864,SadPython #864,625,105.03097673487487,Calc,6,Dark,Redshirt,Crying,,,Mouth 14,Amarillo,
262,SadPython #262,626,104.91635889293306,Dope,6,Myday,Starducks,Sceptic,,,Mouth 14,Stone,
2157,SadPython #2157,627,104.8009462170706,Dope,7,95S,Deliveryboy,Dazed,Pylice,,Mouth 6,Violet,
1027,SadPython #1027,628,104.64760498610117,Gun,7,95S,Redshirt,Sorry,Rider,,Mouth 9,Charcoal,
1192,SadPython #1192,629,104.61022558393542,Soap,6,Cemento,Rocknrolla,Shocked,,,Mouth 5,Cyan,
1139,SadPython #1139,630,104.5839096815107,Tnt,6,95S,Prisoner,Sorry,,,Mouth 16,Violet,
1374,SadPython #1374,631,104.4905140858756,Phone,6,95S,Tommy,Lament,,,Mouth 11,Amarillo,
33,SadPython #33,632,104.44427689628348,,6,Cemento,Office,Dead,Punk,,Mouth 12,Ruby,
46,SadPython #46,633,104.37701073855827,Nitrilglove,6,Dark,Chester,Energetic,,,Mouth 2,Green,
1585,SadPython #1585,634,104.24460476608586,Beer,6,Dark,Pyman,Lament,,,Mouth 10,Stone,
2608,SadPython #2608,635,104.20224123405949,Gun,7,Cemento,Rocknrolla,Dazed,Lordofwar,,Mouth 1,Stone,
1984,SadPython #1984,636,104.17784933634591,Nitrilglove,6,Misty,Casual,Crying,,,Mouth 13,Violet,
2992,SadPython #2992,637,104.15369350887038,Gun,7,Dark,Office,Dazed,Pylice,,Mouth 4,Amarillo,
2683,SadPython #2683,638,104.09345410719814,Zubenyakov,6,Dark,Starducks,Dazed,,,Mouth 14,Cyan,
314,SadPython #314,639,104.05710122325807,Nitrilglove,6,Myday,Dale,Painful,,,Mouth 7,Amarillo,
1858,SadPython #1858,640,103.98626550026846,Phone,7,95S,Sweater,Crying,Pylice,,Mouth 7,Pinky,
797,SadPython #797,641,103.89955374940645,Iwatch,6,95S,Marty,Energetic,,,Mouth 5,Stone,
657,SadPython #657,642,103.87574511680671,Phone,7,95S,Deliveryboy,Sceptic,Pylice,,Mouth 8,Amarillo,
1426,SadPython #1426,643,103.85309083755295,Iwatch,6,Myday,Fishman,Shocked,,,Mouth 4,Amarillo,
2718,SadPython #2718,644,103.65336350141114,,6,Misty,Pyman,Shocked,Windy,,Mouth 10,Cyan,
897,SadPython #897,645,103.59978785204375,Gun,7,95S,Redshirt,Dead,,,Mouth 7,Green,Solana
2934,SadPython #2934,646,103.38840079383583,Beer,7,Myday,Deliveryboy,Sorry,Rider,,Mouth 1,Stone,
388,SadPython #388,647,103.26026683428843,Egg,6,95S,Pyman,Dead,,,Mouth 13,Pinky,
1759,SadPython #1759,648,103.1967093820001,Razorblade,6,Dark,Rocknrolla,Energetic,,,Mouth 10,Ruby,
1409,SadPython #1409,649,103.0827763857914,Gun,7,Dark,Rocknrolla,Dead,Punk,,Mouth 5,Amarillo,
3181,SadPython #3181,650,103.07499655014787,,6,Myday,Chester,Distracted,Rider,,Mouth 16,Charcoal,
218,SadPython #218,651,102.95610998927464,Egg,7,95S,Rocknrolla,Sorry,Rider,,Mouth 13,Stone,
2834,SadPython #2834,652,102.84038753584973,,5,Misty,Bag,Dead,,,Mouth 14,Honeycheese,
3406,SadPython #3406,653,102.77686567812346,Iwatch,6,Myday,Marty,Shocked,,,Mouth 5,Pinky,
2129,SadPython #2129,654,102.7400683593481,,6,Cemento,Pyman,Lament,Lordofwar,,Mouth 2,Honeycheese,
1904,SadPython #1904,655,102.73813951439664,Dope,6,95S,Pyman,Distracted,,,Mouth 10,Violet,
834,SadPython #834,656,102.73787803353991,Tnt,7,Myday,Tatoes,Energetic,Rider,,Mouth 7,Charcoal,
536,SadPython #536,657,102.71138573544756,Calc,6,Cemento,Prisoner,Sceptic,,,Mouth 1,Green,
804,SadPython #804,658,102.57988322046266,Soap,6,95S,Redshirt,Sorry,,,Mouth 4,Honeycheese,
1198,SadPython #1198,659,102.4975415504085,Phone,7,Dark,Rocknrolla,Dazed,Pylice,,Mouth 1,Pinky,
1125,SadPython #1125,660,102.43994552900257,,6,95S,Starducks,Closed,Jokage,,Mouth 1,Violet,
334,SadPython #334,661,102.3677535944502,Nitrilglove,6,Dark,Casual,Energetic,,,Mouth 5,Honeycheese,
500,SadPython #500,662,102.02796946488647,Phone,6,95S,Tommy,Distracted,,,Mouth 3,Pinky,
1177,SadPython #1177,663,101.9786174906954,,5,Dark,Jaunes,Crying,,,Mouth 10,Violet,
417,SadPython #417,664,101.95486101635048,,6,Dark,Fishman,Lament,Firefighter,,Mouth 12,Violet,
2413,SadPython #2413,665,101.7717673496343,Knife,7,Dark,Redshirt,Lament,Peasant,,Mouth 7,Pinky,
3241,SadPython #3241,666,101.72114898324534,Tnt,7,Myday,Rocknrolla,Distracted,Rider,,Mouth 9,Pinky,
2869,SadPython #2869,667,101.70781450340323,,6,Misty,Redshirt,Sorry,Mrsdavis,,Mouth 2,Ruby,
567,SadPython #567,668,101.63461646863253,Calc,6,Dark,Marty,Distracted,,,Mouth 3,Green,
460,SadPython #460,669,101.50448376033631,,6,Myday,Dale,Sorry,Mrsdavis,,Mouth 3,Ultramar,
741,SadPython #741,670,101.3914365742075,Dope,6,Misty,Marty,Sceptic,,,Mouth 9,Ruby,
2154,SadPython #2154,671,101.35445030870905,Calc,6,Dark,Mets,Energetic,,,Mouth 5,Amarillo,
880,SadPython #880,672,100.93666573821153,Tnt,7,Dark,Tatoes,Sorry,Peasant,,Mouth 10,Violet,
2106,SadPython #2106,673,100.8883000069191,,6,Misty,Mets,Shocked,Chocohaircut,,Mouth 7,Cyan,
2852,SadPython #2852,674,100.87030653329028,,6,Cemento,Chester,Lament,Chocohaircut,,Mouth 6,Stone,
163,SadPython #163,675,100.85029971309515,,6,Misty,Dale,Shocked,,,Mouth 1,Charcoal,Bitcoin
1696,SadPython #1696,676,100.84935329270776,,6,Myday,Office,Energetic,Starducks,,Mouth 6,Ruby,
672,SadPython #672,677,100.57090304719678,,6,95S,Tatoes,Lament,Pfc,,Mouth 6,Green,
812,SadPython #812,678,100.52067171183644,,6,95S,Office,Energetic,Starducks,,Mouth 1,Ultramar,
121,SadPython #121,679,100.1900330072142,,7,Myday,Rocknrolla,Sceptic,Rider,,Mouth 7,Stone,Solana
486,SadPython #486,680,99.90046119250769,Beer,6,Misty,Rocknrolla,Dead,,,Mouth 16,Amarillo,
759,SadPython #759,681,99.88569622540837,,6,Cemento,Marty,Energetic,Starducks,,Mouth 7,Ultramar,
150,SadPython #150,682,99.8700310007643,Calc,6,Misty,Casual,Sorry,,,Mouth 11,Green,
2058,SadPython #2058,683,99.59664970212752,Gun,7,Misty,Deliveryboy,Lament,Windy,,Mouth 6,Cyan,
2525,SadPython #2525,684,99.27792549142076,Tnt,6,95S,Starducks,Shocked,,,Mouth 6,Ruby,
2248,SadPython #2248,685,98.87113261020109,Gun,6,Misty,Office,Closed,,,Mouth 11,Ultramar,
2009,SadPython #2009,686,98.86129075862438,Strike,6,Misty,Prisoner,Crying,,,Mouth 3,Cyan,
2780,SadPython #2780,687,98.58298154857881,,5,95S,Astro,Sceptic,,,Mouth 7,Cyan,
1047,SadPython #1047,688,98.42681790923324,Cigarettes,6,Dark,Tatoes,Sceptic,,,Mouth 11,Honeycheese,
2576,SadPython #2576,689,98.41240619496999,,6,Cemento,Casual,Crying,Fishman,,Mouth 3,Stone,
2655,SadPython #2655,690,98.39542652253245,Soap,6,Misty,Rocknrolla,Distracted,,,Mouth 1,Amarillo,
3000,SadPython #3000,691,98.32704701340161,Nitrilglove,6,Misty,Rocknrolla,Shocked,,,Mouth 6,Charcoal,
585,SadPython #585,692,98.11486704190732,Gun,7,Dark,Redshirt,Energetic,Peasant,,Mouth 3,Green,
1636,SadPython #1636,693,97.95668472079623,,6,95S,Dale,Lament,Starducks,,Mouth 11,Cyan,
3240,SadPython #3240,694,97.83030803413752,Egg,6,Cemento,Redshirt,Crying,,,Mouth 12,Ultramar,
1244,SadPython #1244,695,97.74185840379602,,6,95S,Tatoes,Painful,French,,Mouth 12,Cyan,
2600,SadPython #2600,696,97.70741222741002,,6,Cemento,Starducks,Shocked,Oldy,,Mouth 7,Violet,
452,SadPython #452,697,97.53630437010304,,6,Cemento,Fishman,Sorry,French,,Mouth 14,Pinky,
3394,SadPython #3394,698,97.42696252958639,Beer,6,Myday,Casual,Closed,,,Mouth 2,Cyan,
2612,SadPython #2612,699,97.37467913420417,,6,Myday,Mets,Dead,Punk,,Mouth 12,Pinky,
2402,SadPython #2402,700,97.36520621074779,Calc,6,Misty,Tatoes,Sceptic,,,Mouth 3,Stone,
777,SadPython #777,701,97.34389903264305,Egg,6,Dark,Prisoner,Sceptic,,,Mouth 14,Cyan,
2481,SadPython #2481,702,97.30236062619858,Tnt,6,95S,Chester,Closed,,,Mouth 4,Stone,
2744,SadPython #2744,703,97.24003961406724,,6,Dark,Starducks,Sorry,Lordofwar,,Mouth 7,Ruby,
1358,SadPython #1358,704,97.07393602557114,,5,Myday,Fishman,Painful,,,Mouth 15,Pinky,
1019,SadPython #1019,705,97.07160936193493,Calc,6,Myday,Casual,Distracted,,,Mouth 13,Green,
2618,SadPython #2618,706,96.99260481207251,Cigarettes,6,Dark,Casual,Distracted,,,Mouth 1,Pinky,
3335,SadPython #3335,707,96.65175160318849,,6,Misty,Pyman,Lament,Jokage,,Mouth 7,Green,
2719,SadPython #2719,708,96.61919057778535,,6,Cemento,Chester,Distracted,Oldy,,Mouth 1,Ruby,
919,SadPython #919,709,96.53808711996858,,6,Misty,Deliveryboy,Dead,,,Mouth 9,Violet,Bitcoin
2672,SadPython #2672,710,96.49286606232816,Dope,6,Myday,Casual,Dazed,,,Mouth 14,Cyan,
1384,SadPython #1384,711,96.35114344771081,Knife,6,Myday,Marty,Sceptic,,,Mouth 9,Ultramar,
3447,SadPython #3447,712,96.14496805003739,,6,Misty,Chester,Closed,Punk,,Mouth 6,Green,
183,SadPython #183,713,95.96721042602782,Iwatch,6,95S,Sweater,Energetic,,,Mouth 11,Cyan,
1431,SadPython #1431,714,95.94796720601255,,6,95S,Tatoes,Painful,Lordofwar,,Mouth 10,Ruby,
3224,SadPython #3224,715,95.94731987741194,,6,Cemento,Deliveryboy,Energetic,Chocohaircut,,Mouth 5,Charcoal,
1801,SadPython #1801,716,95.89580257778788,,5,Myday,Bag,Shocked,,,Mouth 13,Cyan,
1533,SadPython #1533,717,95.55536495213552,,6,Cemento,Deliveryboy,Crying,Starducks,,Mouth 11,Pinky,
1545,SadPython #1545,718,95.51455313979581,Phone,6,Cemento,Marty,Crying,,,Mouth 5,Honeycheese,
1578,SadPython #1578,719,95.49147186136493,,6,95S,Chester,Lament,Oldy,,Mouth 2,Stone,
1282,SadPython #1282,720,95.15339497215943,Razorblade,6,Cemento,Rocknrolla,Sorry,,,Mouth 5,Pinky,
685,SadPython #685,721,95.12365886175768,,6,95S,Office,Shocked,Oldy,,Mouth 2,Green,
606,SadPython #606,722,95.01458422673892,,6,Misty,Deliveryboy,Distracted,Windy,,Mouth 16,Green,
3113,SadPython #3113,723,94.931019240962,Beer,6,Myday,Chester,Painful,,,Mouth 3,Amarillo,
1582,SadPython #1582,724,94.86673455320971,,6,Myday,Prisoner,Distracted,,,Mouth 3,Ruby,Solana
2220,SadPython #2220,725,94.79263013637743,,6,Myday,Casual,Sorry,Chocohaircut,,Mouth 3,Amarillo,
2298,SadPython #2298,726,94.56902922521829,,6,95S,Tatoes,Sceptic,Pylice,,Mouth 16,Honeycheese,
2644,SadPython #2644,727,94.07115666766832,Strike,6,95S,Fishman,Lament,,,Mouth 4,Honeycheese,
2068,SadPython #2068,728,93.62714473613035,Cigarettes,6,Dark,Deliveryboy,Energetic,,,Mouth 4,Honeycheese,
2235,SadPython #2235,729,93.58566325683033,,6,Cemento,Deliveryboy,Sorry,Chocohaircut,,Mouth 6,Ultramar,
3382,SadPython #3382,730,93.57474206157644,,6,Misty,Casual,Closed,Windy,,Mouth 4,Cyan,
2252,SadPython #2252,731,93.45053383423034,,6,95S,Marty,Closed,Pylice,,Mouth 13,Amarillo,
1949,SadPython #1949,732,93.18421192929904,,6,Misty,Marty,Dead,Jokage,,Mouth 10,Amarillo,
1741,SadPython #1741,733,93.12993127421102,,6,Dark,Deliveryboy,Dazed,Starducks,,Mouth 2,Honeycheese,
483,SadPython #483,734,92.7828155389998,,6,95S,Casual,Dead,Punk,,Mouth 10,Charcoal,
3400,SadPython #3400,735,92.74204581404196,,6,Cemento,Mets,Lament,Rider,,Mouth 12,Stone,
3124,SadPython #3124,736,92.68802893390442,Phone,6,Myday,Office,Shocked,,,Mouth 2,Honeycheese,
2897,SadPython #2897,737,92.64189453815231,,6,Myday,Casual,Distracted,Jokage,,Mouth 9,Ruby,
2534,SadPython #2534,738,92.5387890486695,Gun,6,Myday,Dale,Crying,,,Mouth 12,Stone,
2811,SadPython #2811,739,92.52416761974881,,6,95S,Sweater,Lament,Firefighter,,Mouth 14,Ultramar,
1987,SadPython #1987,740,92.41820066455666,,6,Misty,Tatoes,Sorry,Firefighter,,Mouth 12,Cyan,
1260,SadPython #1260,741,92.31335444805741,Strike,6,Misty,Tatoes,Dazed,,,Mouth 11,Ultramar,
3188,SadPython #3188,742,92.23525548677642,Phone,6,Misty,Dale,Dazed,,,Mouth 4,Ruby,
